rank,personName,age,finalWorth,year,month,category,source,country,state,city,countryOfCitizenship,organization,selfMade,gender,birthDate,title,philanthropyScore,residenceMsa,numberOfSiblings,bio,about
133,Robert & Philip Ng,,13700.0,2022,4,Real Estate,real estate,Singapore,,Singapore,Singapore,,False,M,,,,,,"Brothers Robert and Philip Ng control Far East Organization, Singapore's largest private landlord and property developer.
The group was founded by their father Ng Teng Fong, who moved from China to Singapore in 1934 and came to be known as ""The King of Orchard Road.""
Their Hong Kong arm, Sino Group, is overseen by older sibling Robert (pictured) and his son Daryl, while Philip oversees the Singapore interests.
In October 2019, the Ngs opened the 416-room Fullerton Hotel Sydney in a 147-year-old heritage building that used to house the general post office. ","The brothers are staunch Christians and refer to Far East as a Christian enterprise.
Founder Ng Teng Fong spurned his family's grocery store and got into real estate in 1960 against his father's wishes. "
316,Michael Kim,58.0,7500.0,2022,4,Finance & Investments,private equity,South Korea,,Seoul,United States,MBK Partners,True,M,1963-10-01,,1.0,,,"Michael Kim cofounded MBK Partners, the Seoul-based private equity firm that bears his initials and manages more than $20 billion in assets. 
His ING Insurance Korea, which went public in 2017, was the first company wholly owned by a private equity firm to list on the Korean exchange. 
In September 2015 his firm's $6.1 billion takeover of Tesco's Korean operation, Homeplus, marked the country's biggest private-equity deal to date. 
Kim was born in South Korea and was educated in the U.S. from preparatory school onward; he obtained U.S. citizenship along the way.
He is an avid art collector and sits on the board of the Metropolitan Museum of Art. ","Kim is married to Park Kyung-ah, daughter of the late Park Tae-joon, a former prime minister and founder of the steel giant Posco. 
In 2020, he published his first novel, Offerings, which traces the life of an investment banker amid the Asian Financial Crisis. "
586,Hu Baifan,59.0,4800.0,2022,4,Healthcare,pharmaceuticals,China,,Shaoxing,China,,True,M,1962-10-01,,,,,"Hu Baifan chairs Shenzhen-listed Zhejiang NHU, one of the world's largest producers of vitamins A and E.
After graduation from college in 1982, Hu spent six years teaching chemistry at a remote vocational school in China.
With money borrowed from his fellow teachers, Hu started a workshop in 1988 to make industrial ethanol from leftover materials from other factories.",
2448,Erik Must,79.0,1100.0,2022,4,Finance & Investments,stock brokerage,Norway,,Oslo,Norway,,True,M,1943-01-26,,,,,"Erik Must is one of the largest private investors in the Norwegian stock market.
He got his start as a stock broker at the firm Hans P. Jeppesen, where he met Kjell Christian Ulrichsen.
The duo formed the brokerage firm Fondfinans and dominated Norwegian capital markets in the 70's and 80's thanks to savvy salesmanship.
In 1996, Must bought out Ulrichsen, and have used profits from Fondfinans to build up a large private stock portfolio.
Investments include large stakes in hydroelectric power company Arendals Fossekompani and BÃ¸rregaard, a pulp and paper company.","Despite being the largest owner of some of Norway's largest newspapers, Must shuns the press and has only agreed to a handful of interviews over the years."
127,Robert Pera,44.0,14600.0,2022,4,Technology,wireless networking gear,United States,California,San Jose,United States,Ubiquiti,True,M,1978-03-10,Chief Executive Officer,1.0,"San Jose, CA",,"Robert Pera is the founder and CEO of wireless equipment maker Ubiquiti Networks.
Ubiquiti, which had $1.2 billion in fiscal 2020 revenues, sells wireless broadband systems with a focus on emerging markets.
He owns nearly 75% of the publicly-traded firm.
Pera started his career at Apple in 2003, and within 10 months of the job, founded Ubiquiti. He started working at the company full-time in 2005.
He holds degrees in electrical engineering and Japanese from UC San Diego.","Pera missed a year of high school because of a rare heart-valve infection. 
Pera, who bought the NBA's Memphis Grizzlies in 2012, is the youngest controlling owner in the league."
1929,Wenjun Dai,53.0,1500.0,2022,4,Food & Beverage,food,China,,Changsha,China,,True,M,1968-08-12,,,,,"Dai Wenjun chairs Juewei Food, a supplier of duck necks and braised duck parts through a retail chain across China. 
Juewei went public at the Shanghai Stock Exchange in 2017. 
Dai holds an EMBA from the Cheung Kong Business School in Beijing.
Juewei is headquartered in the southern Chinese city of Changsha. ",
1096,Gregorio Perez Companc & family,86.0,2800.0,2022,4,Energy,oil & gas,Argentina,,Buenos Aires,Argentina,,True,M,1935-08-23,,,,,"Gregorio Perez Companc built energy conglomerate Perez Companc and sold it to Brazilian energy giant Petrobas for $1 billion in 2002.
In December 2009, he stepped down from active involvement in business, and gave his 75% stake in food giant Molinos Rio de la Plata to his children. 
He had eight children with his wife Maria del Carmen Sundblad Beccar Varela. 
He founded PÃ©rez Companc foundation after Margarita, his eldest daughter, died in a car accident in the 1980s.","Perez Companc established the Bioparque Temaiken, a nature and wildlife preserve outside of Buenos Aires."
1341,Zhang Wanzhen,72.0,2300.0,2022,4,Manufacturing,electronics components,China,,Chaozhou,China,,True,M,1949-12-01,,,,,"Zhang Wanzhen chairs electronics components maker Chaozhou Three-Circle Group.
Zhang joined the workforce at age 16 after finishing junior high school.",
1729,Alex Birkenstock,53.0,1700.0,2022,4,Fashion & Retail,shoes,,,,Germany,,False,M,1968-11-18,,,,,"Alex Birkenstock is an heir to German footwear company Birkenstock, which traces its roots back to 1774.
The company began making its trademark sandals in the 1960s, under the leadership of Alex's father, Karl Birkenstock.
In 2002, Alex and his two brothers, Christian and Stephan, were given control of the company.
Stephan Birkenstock sold his stake to his two brothers in 2013 for an undisclosed amount.
In February 2021, the brothers agreed to sell a majority to L Catterton and Bernard Arnault's holding company FinanciÃ¨re Agache in $4.7 billion deal.",
350,Vinod Khosla,67.0,6900.0,2022,4,Technology,venture capital,United States,California,Portola Valley,United States,Khosla Ventures,True,M,1955-01-28,Investor,2.0,"San Francisco-Oakland-Fremont, CA",,"Vinod Khosla is the founder of Khosla Ventures, a Silicon Valley venture capital firm.
His firm, Khosla Ventures, invests in experimental technologies such as biomedicine and robotics.
The firm scored exits in 2020 and early 2021 with IPOs of Affirm and DoorDash and SPAC listings of QuantumScape and Opendoor.
Khosla cofounded computer hardware firm Sun Microsystems in 1982 with Andy Bechtolsheim, Bill Joy and Scott McNealy.
Khosla spent 18 years at venture capital firm Kleiner Perkins Caufield &amp; Byers (now called Kleiner Perkins) before launching his own fund.","Khosla attempted to found a soymilk company in India before immigrating to the United States in the 1970s.
In June 2019, Khosla said he believes artificial intelligence could replace traditional industries such as radiology and music.
"
275,Yao Liangsong,57.0,8100.0,2022,4,Manufacturing,furniture,China,,Guangzhou,China,,True,M,1964-08-01,,,,,"Yao Liangsong is the chairman of Guangzhou-headquartered Oppein Home Group, one of China's largest makers of kitchen appliances and home furniture. 
Yao set up Oppein in 1994, and has prospered amid a rise in home ownership and growth in the middle class.
Yao is a 1986 graduate of Beihang University, where he received a degree in machinery manufacturing. 
His brother Yao Liangbo is a member of the board of directors at Oppein. ",
1929,Manuel Lao HernÃ¡ndez,77.0,1500.0,2022,4,Gambling & Casinos,casinos,Spain,,Matadepera,Spain,,True,M,1944-06-10,,,,,"Manuel Lao Hernandez founded Cirsa, a multinational casino company. He sold it to Blackstone for an estimated $2.6 billion (including debt) in 2018. 
He started the business in 1978 and expanded it to nine countries in Latin America and Europe. He still owns Cirsa's Argentina operations. 
His three children all worked for the family business, which was based just outside of Barcelona.
Through his Nortia investment firm, Lao Hernandez owns a swath of rural land in central Spain and two hotels in Barcelona.","As a hobby, Lao Hernandez grows bonsai trees.
He has a foundation named after him that has organized a poker tournament in which people with disabilities compete to have a wish fulfilled."
1445,Lee Hae-jin,54.0,2100.0,2022,4,Technology,Internet,South Korea,,Seoul,South Korea,NAVER Corp.,True,M,1967-06-22,,,,,"Lee Hae-jin is a cofounder of Naver, South Korea's No. 1 search engine. 
In February 2018, he stepped down from Naver's board but remains its global investment officer, focusing on the company's expansion. 
In 2021, Naver and SoftBank agreed to a joint venture, taking control of their respective subsidiaries Line and Yahoo Japan.","He started Naver while working at Samsung SDS in the late 1990s. 
In July 2016 his messaging app, Line, went public and raised $1 billion during its dual listing in New York and Tokyo. "
1929,Mustafa Rahmi Koc,91.0,1500.0,2022,4,Diversified,diversified,Turkey,,Istanbul,Turkey,,False,M,1930-10-09,,,,3.0,"Mustafa Rahmi Koc is honorary chairman of Koc Holding, a conglomerate whose main sectors are energy, automotive, durable consumer goods and finance.
Other activities include technology, food, retail, tourism, agriculture and shipbuilding. Koc Group has 14 companies traded on the Borsa &#304;stanbul.
In 2003, after running the group's main public company, Koc Holding, for 19 years, Rahmi Koc handed the chairmanship to his eldest son, Mustafa Koc.
After Mustafa Koc had a fatal heart attack in 2016, at age 56, his brother Omer took over.
Rahmi has received numerous commendations for his contributions to business as well as foreign relations, health, education and social services.","His childhood dream was to go on a world tour. In 2006, he completed two years of extensive voyaging on his sailboat, ""Nazenin IV.""
He lives in a seaside mansion on the Bosphorus named after Count Leon Walerian Ostrorog, a Polish expert in Islamic law who consulted for the Ottoman Empire."
984,Klaus-Peter Schulenberg,70.0,3100.0,2022,4,Service,ticketing service,Germany,,Bremen,Germany,,True,M,1951-07-01,,,,,"Klaus-Peter Schulenberg is founder and CEO of CTS Eventim, leader in the European ticket and live entertainment market.
His acquisition of regional concert promoters, ticketing agencies, venue operators and event producers has created friction with cartel authorities.
Before the coronavirus pandemic, the company, of which Schulenberg owns 39%, sold more than 250 million tickets annually.
In 2018, Germany's transportation ministry awarded CTS Eventim and Austria's Kapsch TrafficCom a 12-year contract to collect passenger vehicle tolls.
After European regulators scrapped the plan, CTS and Kapsch claimed over $600 million in damages from the German transportation ministry.","Hit hard by the pandemic, CTS Eventim's revenues for first nine months of 2020 fell 79% from  the prior year, to $255 million.
The first big event Schulenberg organized was a Rolling Stones concert in Bremen, Germany in 1976. However, he himself is an admirer of chamber music."
62,Li Shufu,58.0,23700.0,2022,4,Automotive,automobiles,China,,Hangzhou,China,,True,M,1963-06-01,,,,,"Li Shufu is the chairman of Geely Automobile Holdings, one of China's largest automakers and one of the few not controlled by the state.
Through his private holding company, he has been expanding globally since 2010, when he acquired Swedish car brand Volvo. 
Li has also bought stakes in Daimler, sportscar maker Lotus and flying car start-up Terrafugia.
Li told Forbes Asia in 2014 he made his first cars from the sand as a boy. ""We couldn't afford any toys. I couldn't imagine making a real car.""","Li holds an engineering degree from Yan Shan University and is a member of the Chinese People's Political Consultative Conference.
Li is the son of a farmer from China's eastern Zhejiang province."
1579,Andrei Kozitsyn,61.0,1900.0,2022,4,Metals & Mining,metals,Russia,,Verkhniaya Pyshma,Russia,,True,M,1960-06-09,,,,,"Andrei Kozitsyn is CEO of Ural Mining Metallurgical Company, one of the top Russian producers of commodities like copper, zinc, coal and gold.
Kozitsyn grew up in the Urals, where he studied metallurgy and later went to work as a mechanic at Uralelectromed, now UMMC's main factory.
Kozitsyn cofounded UMMC with Iskander Makhmudov, who is the group's president and his longtime partner. 
In January 2019, UGMK opened the Korova (Cow) restaurant in the elite district of Yekaterinburg.","President and sponsor of KHL hockey club named Avtomobilist, Kozitsyn plans to build an ice arena with 15,000 seats in Ekaterinburg in 2022.
Kozitsyn founded Military Equipment Museum, which has tanks and armored vehicles and planes."
1096,Amy Goldman Fowler,67.0,2800.0,2022,4,Real Estate,real estate,United States,New York,Rhinebeck,United States,,False,F,1954-04-19,,1.0,"Poughkeepsie, NY",,"Real estate heiress Amy Goldman Fowler is one of four siblings who equally split ownership of Solil Management, which owns 400 properties. 
Amy is the second-youngest daughter of late patriarch Sol Goldman. His trademark was all-cash deals whenever possible. 
She worked in the real estate office when she was younger. Now her younger sister Jane runs it. 
She lives on a 200-acre farm in Rhinebeck, New York and also has a home in Memphis. 
Amy has a Ph.D. in clinical psychology and has won three American Horticultural Society book awards.","Her husband Dr. Cary Fowler helped start the climate change conscious Svalbard Global Seed Vault.
She is an author; her latest book was The Melon, published in 2019, with photographs and descriptions of 125 different melon varieties."
1096,Abhay Firodia,77.0,2800.0,2022,4,Automotive,automobiles,India,,Pune,India,,False,M,1944-11-05,,,,,"Abhay Firodia is chairman of Force Motors, maker of vans, pickup trucks, SUVs and tractors and privately held auto parts firm Jayahind Industries.
The company, earlier known as Bajaj Tempo when it was a joint venture with the Bajaj clan, is run by his son Prasan since 2009.
It was founded by his late father, Navalmal Firodia, in 1958, who fell out with the Bajaj family in 1968 after a bitter feud. 
The bulk of Firodia's wealth is from stakes he continues to hold in various Bajaj companies.
Jaya Hind Industries, which has a joint venture with French auto parts firm Montupet, makes aluminium castings for the auto sector.","Firodia is building a museum that spotlights the culture, history and philosophy of the Jain community in India.
Force Motors produces engines for Mercedes Benz, BMW and Rolls Royce. "
